date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:15:26	8152/8152	---MCZ	200	added ('OK')	text/css	etag:W/%22632db74b-b90a%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/datepicker/date-picker.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/datepicker/date-picker.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:26	520/520	---MCZ	200	added ('OK')	text/css	etag:W/%22632db76b-2d7%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/vectormap-home/vectormap-2.0.2.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/vectormap-home/vectormap-2.0.2.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:26	2833/2833	---MCZ	200	added ('OK')	text/css	etag:W/%22632db765-5ec2%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/scroll/scrollable.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/scroll/scrollable.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:26	14907/14907	---MCZ	200	added ('OK')	text/css	etag:W/%22632db74c-3a3b%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/jquery.dataTables.min.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/jquery.dataTables.min.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:26	4858/4858	---MCZ	200	added ('OK')	text/css	etag:W/%22632db74d-12fa%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/responsive.dataTables.min.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/responsive.dataTables.min.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:27	11290/11290	---MCZ	200	added ('OK')	text/css	etag:W/%22632db74b-2c1a%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/buttons.dataTables.min.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/datatable/css/buttons.dataTables.min.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:27	28358/28358	---MCZ	200	added ('OK')	text/css	etag:W/%22632db768-85f0%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/text_editor/summernote-bs4.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/text_editor/summernote-bs4.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:27	426/426	---MCZ	200	added ('OK')	text/css	etag:W/%22632db75e-1b3%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/morris/morris.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/morris/morris.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:27	57594/57594	---MCZ	200	added ('OK')	text/css	etag:W/%22632db75b-114ee%22	https://demo.dashboardpack.com/cryptocurrency-html/vendors/material_icon/material-icons.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/vendors/material_icon/material-icons.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:28	1882/1882	---MCZ	200	added ('OK')	text/css	etag:W/%22632db6ba-bb3%22	https://demo.dashboardpack.com/cryptocurrency-html/css/metisMenu.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/css/metisMenu.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:28	195752/195752	---MCZ	200	added ('OK')	text/css	etag:W/%22632db6bd-64f7d%22	https://demo.dashboardpack.com/cryptocurrency-html/css/style1.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/css/style1.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:28	0/0	---M--	200	added ('OK')	text/css	etag:%22632db6ba-0%22	https://demo.dashboardpack.com/cryptocurrency-html/css/colors/default.css	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/css/colors/default.css	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:29	38826/38826	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:13%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/index.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/index.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:29	2427/2427	---M--	200	added ('OK')	image/png	etag:%22632db6dd-97b%22	https://demo.dashboardpack.com/cryptocurrency-html/img/logo_white.png	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/logo_white.png	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:29	2256/2256	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e2-8d0%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/1.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/1.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:29	35972/35972	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:12%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/index_2.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/index_2.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:30	38807/38807	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:12%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/index_3.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/index_3.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:30	23870/23870	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:59%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/crypto_wallet.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/crypto_wallet.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:30	1105/1105	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e2-451%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/2.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/2.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:30	24562/24562	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:55%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/buy_sell.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/buy_sell.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:31	1228/1228	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e3-4cc%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/3.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/3.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:31	23292/23292	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:44%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Trader_Profile.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Trader_Profile.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:31	664/664	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e3-298%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/4.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/4.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:31	22620/22620	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:59%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/crypto_stats.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/crypto_stats.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:32	1260/1260	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e3-4ec%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/5.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/5.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:32	1795/1795	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e3-703%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/6.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/6.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:32	22565/22565	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:29%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Request.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Request.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:32	21436/21436	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:30%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/tan_cancel.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/tan_cancel.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:33	21745/21745	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:27%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Payment_details.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Payment_details.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:33	689/689	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e3-2b1%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/7.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/7.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:33	24179/24179	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:43%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/ticker_dark.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/ticker_dark.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:33	24085/24085	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:43%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Ticker_Light.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Ticker_Light.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:33	1811/1811	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e4-713%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/8.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/8.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:34	22245/22245	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:07%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/editor.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/editor.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:34	23448/23448	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:17%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/invoice.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/invoice.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:34	25758/25758	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:54%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Builder.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Builder.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:34	20465/20465	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:55%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/calender.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/calender.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:35	47081/47081	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:54%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Board.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Board.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:35	27686/27686	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:52%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/basic_card.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/basic_card.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:35	22685/22685	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:30%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/theme_card.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/theme_card.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:35	27219/27219	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:00%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/dargable_card.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/dargable_card.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:36	1605/1605	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e7-645%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/Pages.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/Pages.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:36	22668/22668	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:29%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/role_permissions.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/role_permissions.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:36	29290/29290	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:08%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/faq.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/faq.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:36	18426/18426	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:24%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/login.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/login.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:37	18687/18687	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:29%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/resister.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/resister.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:37	2287/2287	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:07%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/error_400.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/error_400.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:37	2275/2275	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:07%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/error_500.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/error_500.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:37	18044/18044	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:09%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/forgot_pass.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/forgot_pass.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:38	21873/21873	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:09%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/gallery.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/gallery.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:38	22805/22805	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:26%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/module_setting.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/module_setting.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:38	29861/29861	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:28%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Products.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Products.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:38	27699/27699	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:27%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Product_Details.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Product_Details.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:39	23690/23690	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:56%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Cart.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Cart.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:39	27224/27224	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:58%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Checkout.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Checkout.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:39	1564/1564	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e6-61c%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/General.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/General.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:39	33907/33907	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:25%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Minimized_Aside.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Minimized_Aside.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:40	19333/19333	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:07%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/empty_page.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/empty_page.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:40	38806/38806	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:08%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/fixed_footer.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/fixed_footer.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:40	815/815	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e7-32f%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/Mail_Box.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/Mail_Box.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:40	28037/28037	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:24%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/mail_box.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/mail_box.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:41	28929/28929	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:59%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/compose.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/compose.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:41	28963/28963	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:12%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/important_mail.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/important_mail.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:41	28940/28940	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:24%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/mail_trash.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/mail_trash.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:41	24262/24262	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:37:58%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/chat.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/chat.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:42	1547/1547	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e7-60b%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/icon.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/icon.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:42	24795/24795	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:38:08%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/Fontawesome_Icon.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/Fontawesome_Icon.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:42	40709/40709	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Sep%202022%2013:39:43%20GMT	https://demo.dashboardpack.com/cryptocurrency-html/themefy_icon.html	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/themefy_icon.html	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
11:15:42	2187/2187	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22632db6e6-88b%22	https://demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/18.svg	C:/My%20Web%20Sites/projrct1music/demo.dashboardpack.com/cryptocurrency-html/img/menu-icon/18.svg	(from https://demo.dashboardpack.com/cryptocurrency-html/Refound.html)
